XP,YP,ZP,PID
762956.58349609,9252198.96887207,3684.20465088,633
762956.59020996,9252193.85894775,3683.63726807,634
762956.69580078,9252293.39758301,3710,635
762956.74316406,9251958.2857666,3730,636
762956.79443359,9252126.64294434,3680,637
762956.96398926,9252188.23260498,3682.94512939,638
762957.16235352,9252263.35375977,3700,639
762957.17211914,9252203.56164551,3684.67175293,640
762957.2857666,9251977.82861328,3720,641
762957.42907715,9252069.38494873,3676.15234375,642
762957.4375,9252182.87646484,3682.26922607,643
762957.61230469,9252051.74432373,3680,644
762957.64990234,9252299.35736084,3720,645
762957.66467285,9252029.65130615,3690,646
762957.86608887,9252323.43652344,3740,647
762957.9005127,9251970.16888428,3730,648
762958.00170898,9252177.77746582,3681.62750244,649
762958.03942871,9252251.88665771,3690,650
762958.08520508,9252003.91369629,3700,651
762958.1237793,9251953.31005859,3740,652
762958.41333008,9252208.47595215,3685.20239258,653
762958.48291016,9251943.58453369,3750.006,654
762958.67443848,9252252.88623047,3690,655
762958.69421387,9252172.61889648,3680.97467041,656
762958.7175293,9252018.80279541,3700,657
762958.7800293,9252232.15496826,3687.73016357,658
762958.92797852,9251982.80859375,3710,659
762958.99145508,9252305.5267334,3730,660
762959.16516113,9251975.67730713,3720,661
762959.18713379,9252253.6932373,3690,662
762959.20141602,9252041.72039795,3690,663
762959.33105469,9251947.99963379,3740,664
762959.55615234,9252167.08709717,3680.26647949,665
762959.61230469,9252254.36254883,3690,666
762959.80651855,9252297.76647949,3710,667
762959.89135742,9252025.39794922,3690,668
762959.91271973,9252165.00262451,3680,669
762959.9387207,9251955.28161621,3730,670
762959.94641113,9252126.23937988,3680,671
762959.98510742,9252254.949646,3690,672
762960.01147461,9252321.83081055,3730,673
762960.18139648,9252064.91210938,3680,674
762960.34057617,9252255.50891113,3690,675
762960.36962891,9251967.62249756,3730,676
762960.47692871,9252256.22039795,3690,677
762960.56640625,9252214.45507813,3685.94805908,678
762960.68164063,9252245.82409668,3690,679
762960.71337891,9252256.0958252,3690,680
762960.71350098,9252331.95843506,3750.006,681
762961.10986328,9252303.88598633,3720,682
762961.28930664,9251973.37255859,3720,683
762961.42553711,9252065.79394531,3675.63787842,684
762961.51660156,9252247.3013916,3690,685
