PID1,PID2,PID3,TRIANGLE,SURFACE,PIT,TOPO
759,4317,4236,4148,1,1,1
759,4318,4317,4149,1,1,1
759,4237,4318,4150,1,1,1
759,4236,4237,4151,1,1,1
760,4318,4237,4152,1,1,1
760,4319,4318,4153,1,1,1
760,4238,4319,4154,1,1,1
760,4237,4238,4155,1,1,1
761,4319,4238,4156,1,1,1
761,4320,4319,4157,1,1,1
761,4239,4320,4158,1,1,1
761,4238,4239,4159,1,1,1
762,4320,4239,4160,1,1,1
762,4321,4320,4161,1,1,1
762,4240,4321,4162,1,1,1
762,4239,4240,4163,1,1,1
4321,4241,4322,4164,1,1,1
4321,4240,4241,4165,1,1,1
4323,4322,4241,4166,1,1,1
4323,4241,4242,4167,1,1,1
763,4323,4242,4168,1,1,1
763,4324,4323,4169,1,1,1
763,4243,4324,4170,1,1,1
763,4242,4243,4171,1,1,1
764,4324,4243,4172,1,1,1
764,4325,4324,4173,1,1,1
764,4244,4325,4174,1,1,1
764,4243,4244,4175,1,1,1
765,4325,4244,4176,1,1,1
765,4326,4325,4177,1,1,1
765,4245,4326,4178,1,1,1
765,4244,4245,4179,1,1,1
4326,4246,4327,4180,1,1,1
4326,4245,4246,4181,1,1,1
766,4327,4246,4182,1,1,1
766,4328,4327,4183,1,1,1
766,4247,4328,4184,1,1,1
766,4246,4247,4185,1,1,1
4328,4248,4329,4186,1,1,1
4328,4247,4248,4187,1,1,1
4330,4329,4248,4188,1,1,1
4330,4248,4249,4189,1,1,1
767,4330,4249,4190,1,1,1
767,4331,4330,4191,1,1,1
767,4250,4331,4192,1,1,1
767,4249,4250,4193,1,1,1
768,4331,4250,4194,1,1,1
768,4332,4331,4195,1,1,1
768,4251,4332,4196,1,1,1
768,4250,4251,4197,1,1,1
4251,4333,4332,4198,1,1,1
4251,4252,4333,4199,1,1,1
4334,4333,4252,4200,1,1,1
4334,4252,726,4201,1,1,1
4253,4334,726,4202,1,1,1
4253,4335,4334,4203,1,1,1
769,4335,4253,4204,1,1,1
769,4336,4335,4205,1,1,1
769,4254,4336,4206,1,1,1
769,4253,4254,4207,1,1,1
770,4336,4254,4208,1,1,1
770,4337,4336,4209,1,1,1
770,4255,4337,4210,1,1,1
770,4254,4255,4211,1,1,1
4255,4338,4337,4212,1,1,1
4255,4256,4338,4213,1,1,1
4338,4257,771,4214,1,1,1
4338,4256,4257,4215,1,1,1
771,4258,4339,4216,1,1,1
771,4257,4258,4217,1,1,1
4339,4259,4260,4218,1,1,1
4339,4258,4259,4219,1,1,1
4260,4341,4340,4220,1,1,1
4260,4261,4341,4221,1,1,1
4261,4342,4341,4222,1,1,1
4261,4262,4342,4223,1,1,1
4262,4343,4342,4224,1,1,1
4262,4263,4343,4225,1,1,1
4344,4343,4263,4226,1,1,1
4344,4263,4264,4227,1,1,1
4344,4264,4345,4228,1,1,1
4345,4265,4346,4229,1,1,1
4347,4346,4265,4230,1,1,1
4347,4265,4266,4231,1,1,1
4267,4347,4266,4232,1,1,1
4267,4348,4347,4233,1,1,1
4349,4348,4267,4234,1,1,1
4267,4350,4349,4235,1,1,1
4267,4268,4350,4236,1,1,1
4351,4350,4268,4237,1,1,1
4351,4268,772,4238,1,1,1
772,4352,4351,4239,1,1,1
772,4269,4352,4240,1,1,1
773,4352,4269,4241,1,1,1
773,4353,4352,4242,1,1,1
773,4270,4353,4243,1,1,1
773,4269,4270,4244,1,1,1
774,4353,4270,4245,1,1,1
774,4354,4353,4246,1,1,1
774,4271,4354,4247,1,1,1
774,4270,4271,4248,1,1,1
775,4354,4271,4249,1,1,1
775,4355,4354,4250,1,1,1
775,4272,4355,4251,1,1,1
775,4271,4272,4252,1,1,1
4272,4356,4355,4253,1,1,1
4272,732,4356,4254,1,1,1
4356,4273,828,4255,1,1,1
4356,732,4273,4256,1,1,1
828,4274,776,4257,1,1,1
828,4273,4274,4258,1,1,1
776,4275,4357,4259,1,1,1
776,4274,4275,4260,1,1,1
777,4357,4275,4261,1,1,1
777,4358,4357,4262,1,1,1
777,4276,4358,4263,1,1,1
777,4275,4276,4264,1,1,1
778,4358,4276,4265,1,1,1
778,4359,4358,4266,1,1,1
779,4359,778,4267,1,1,1
779,734,832,4268,1,1,1
734,4442,832,4269,1,1,1
4442,734,833,4270,1,1,1
780,4360,833,4271,1,1,1
780,4277,4360,4272,1,1,1
781,4360,4277,4273,1,1,1
781,4361,4360,4274,1,1,1
781,4278,4361,4275,1,1,1
781,4277,4278,4276,1,1,1
782,4361,4278,4277,1,1,1
782,4362,4361,4278,1,1,1
782,4279,4362,4279,1,1,1
782,4278,4279,4280,1,1,1
783,4362,4279,4281,1,1,1
783,4363,4362,4282,1,1,1
783,4280,4363,4283,1,1,1
783,4279,4280,4284,1,1,1
4280,4364,4363,4285,1,1,1
4280,4281,4364,4286,1,1,1
4365,4364,4281,4287,1,1,1
4365,4281,4282,4288,1,1,1
4366,4365,4282,4289,1,1,1
4366,4282,4283,4290,1,1,1
4367,4366,4283,4291,1,1,1
4367,4283,738,4292,1,1,1
738,4368,4367,4293,1,1,1
4368,738,4284,4294,1,1,1
4284,4369,4368,4295,1,1,1
4284,4285,4369,4296,1,1,1
4285,4370,4369,4297,1,1,1
4285,4286,4370,4298,1,1,1
784,4370,4286,4299,1,1,1
784,4371,4370,4300,1,1,1
784,4287,4371,4301,1,1,1
784,4286,4287,4302,1,1,1
785,4371,4287,4303,1,1,1
785,4372,4371,4304,1,1,1
785,4288,4372,4305,1,1,1
785,4287,4288,4306,1,1,1
786,4372,4288,4307,1,1,1
786,4373,4372,4308,1,1,1
786,4289,4373,4309,1,1,1
786,4288,4289,4310,1,1,1
787,4373,4289,4311,1,1,1
787,4374,4373,4312,1,1,1
787,4290,4374,4313,1,1,1
787,4289,4290,4314,1,1,1
788,4374,4290,4315,1,1,1
788,4291,897,4316,1,1,1
4375,897,4291,4317,1,1,1
4375,4291,702,4318,1,1,1
743,789,4375,4319,1,1,1
789,744,790,4320,1,1,1
789,743,744,4321,1,1,1
791,790,745,4322,1,1,1
745,4376,791,4323,1,1,1
745,4292,4376,4324,1,1,1
792,4377,4293,4325,1,1,1
792,4378,4377,4326,1,1,1
792,4294,4378,4327,1,1,1
792,4293,4294,4328,1,1,1
4294,4379,4378,4329,1,1,1
4294,4295,4379,4330,1,1,1
4295,842,4379,4331,1,1,1
4295,4296,842,4332,1,1,1
4380,842,4296,4333,1,1,1
4380,4296,793,4334,1,1,1
793,4381,4380,4335,1,1,1
793,794,4381,4336,1,1,1
794,4382,4381,4337,1,1,1
794,795,4382,4338,1,1,1
795,4383,4382,4339,1,1,1
795,796,4383,4340,1,1,1
796,4384,4383,4341,1,1,1
796,4297,4384,4342,1,1,1
4385,4384,4297,4343,1,1,1
4385,4297,4298,4344,1,1,1
4386,4385,4298,4345,1,1,1
4386,4298,4299,4346,1,1,1
4387,4386,4299,4347,1,1,1
4387,4299,4300,4348,1,1,1
4388,4387,4300,4349,1,1,1
4388,4300,4301,4350,1,1,1
4389,4388,4301,4351,1,1,1
850,4389,4301,4352,1,1,1
850,4301,797,4353,1,1,1
797,851,850,4354,1,1,1
797,798,851,4355,1,1,1
4390,799,749,4356,1,1,1
4390,749,4218,4357,1,1,1
852,4390,4218,4358,1,1,1
852,4218,4219,4359,1,1,1
853,852,4219,4360,1,1,1
853,4219,4391,4361,1,1,1
854,4391,4302,4362,1,1,1
4302,4392,854,4363,1,1,1
4392,750,4393,4364,1,1,1
4393,4303,4394,4365,1,1,1
4393,750,4303,4366,1,1,1
800,4394,4303,4367,1,1,1
800,4395,4394,4368,1,1,1
800,751,4395,4369,1,1,1
800,4303,751,4370,1,1,1
4396,4395,751,4371,1,1,1
4396,751,4304,4372,1,1,1
4396,4305,4397,4373,1,1,1
4396,4304,4305,4374,1,1,1
4305,4398,4397,4375,1,1,1
4305,4306,4398,4376,1,1,1
4307,4398,4306,4377,1,1,1
4307,859,4398,4378,1,1,1
859,4308,860,4379,1,1,1
859,4307,4308,4380,1,1,1
801,860,4308,4381,1,1,1
801,4399,860,4382,1,1,1
801,4309,4399,4383,1,1,1
801,4308,4309,4384,1,1,1
4309,4400,4399,4385,1,1,1
4309,4310,4400,4386,1,1,1
802,4400,4310,4387,1,1,1
802,4401,4400,4388,1,1,1
802,4311,4401,4389,1,1,1
802,4310,4311,4390,1,1,1
803,4401,4311,4391,1,1,1
803,4402,4401,4392,1,1,1
803,4312,4402,4393,1,1,1
803,4311,4312,4394,1,1,1
804,4402,4312,4395,1,1,1
804,4403,4402,4396,1,1,1
804,4313,4403,4397,1,1,1
804,4312,4313,4398,1,1,1
805,4403,4313,4399,1,1,1
805,4404,4403,4400,1,1,1
805,4314,4404,4401,1,1,1
805,4313,4314,4402,1,1,1
806,4404,4314,4403,1,1,1
806,4405,4404,4404,1,1,1
806,4315,4405,4405,1,1,1
806,4314,4315,4406,1,1,1
807,4405,4315,4407,1,1,1
807,4406,4405,4408,1,1,1
807,4316,4406,4409,1,1,1
807,4315,4316,4410,1,1,1
808,4406,4316,4411,1,1,1
808,4407,4406,4412,1,1,1
808,4317,4407,4413,1,1,1
808,4316,4317,4414,1,1,1
809,4407,4317,4415,1,1,1
809,4408,4407,4416,1,1,1
809,4318,4408,4417,1,1,1
809,4317,4318,4418,1,1,1
810,4408,4318,4419,1,1,1
810,4409,4408,4420,1,1,1
810,4319,4409,4421,1,1,1
810,4318,4319,4422,1,1,1
811,4409,4319,4423,1,1,1
811,4410,4409,4424,1,1,1
811,4320,4410,4425,1,1,1
811,4319,4320,4426,1,1,1
812,4410,4320,4427,1,1,1
812,4411,4410,4428,1,1,1
812,4321,4411,4429,1,1,1
812,4320,4321,4430,1,1,1
813,4411,4321,4431,1,1,1
813,4412,4411,4432,1,1,1
813,4322,4412,4433,1,1,1
813,4321,4322,4434,1,1,1
814,4412,4322,4435,1,1,1
814,4413,4412,4436,1,1,1
814,4323,4413,4437,1,1,1
814,4322,4323,4438,1,1,1
815,4413,4323,4439,1,1,1
815,4414,4413,4440,1,1,1
815,4324,4414,4441,1,1,1
815,4323,4324,4442,1,1,1
816,4414,4324,4443,1,1,1
816,4415,4414,4444,1,1,1
816,4325,4415,4445,1,1,1
816,4324,4325,4446,1,1,1
817,4415,4325,4447,1,1,1
817,4416,4415,4448,1,1,1
817,4326,4416,4449,1,1,1
817,4325,4326,4450,1,1,1
4416,4327,4417,4451,1,1,1
4416,4326,4327,4452,1,1,1
818,4417,4327,4453,1,1,1
818,4418,4417,4454,1,1,1
818,4328,4418,4455,1,1,1
818,4327,4328,4456,1,1,1
4418,4329,4419,4457,1,1,1
4418,4328,4329,4458,1,1,1
4329,4420,4419,4459,1,1,1
4329,4330,4420,4460,1,1,1
4330,4421,4420,4461,1,1,1
4330,4331,4421,4462,1,1,1
819,4421,4331,4463,1,1,1
819,4422,4421,4464,1,1,1
819,4332,4422,4465,1,1,1
819,4331,4332,4466,1,1,1
820,4422,4332,4467,1,1,1
820,4423,4422,4468,1,1,1
820,4333,4423,4469,1,1,1
820,4332,4333,4470,1,1,1
4333,4424,4423,4471,1,1,1
4333,4334,4424,4472,1,1,1
4425,4424,4334,4473,1,1,1
4425,4334,4335,4474,1,1,1
821,4425,4335,4475,1,1,1
821,4426,4425,4476,1,1,1
821,4336,4426,4477,1,1,1
821,4335,4336,4478,1,1,1
4427,4426,4336,4479,1,1,1
4427,4336,4337,4480,1,1,1
4337,4428,4427,4481,1,1,1
4337,4338,4428,4482,1,1,1
771,4428,4338,4483,1,1,1
771,882,4428,4484,1,1,1
882,4339,822,4485,1,1,1
882,771,4339,4486,1,1,1
822,4260,4514,4487,1,1,1
822,4339,4260,4488,1,1,1
4514,4340,4429,4489,1,1,1
4514,4260,4340,4490,1,1,1
4429,4341,4516,4491,1,1,1
4429,4340,4341,4492,1,1,1
4341,4517,4516,4493,1,1,1
4341,4342,4517,4494,1,1,1
4342,4518,4517,4495,1,1,1
4342,4343,4518,4496,1,1,1
4519,4518,4343,4497,1,1,1
4519,4343,4344,4498,1,1,1
4430,4519,4344,4499,1,1,1
4430,4344,4345,4500,1,1,1
4345,4431,4430,4501,1,1,1
4345,4346,4431,4502,1,1,1
4432,4431,4346,4503,1,1,1
4432,4346,4347,4504,1,1,1
4348,4432,4347,4505,1,1,1
4348,4520,4432,4506,1,1,1
4433,4520,4348,4507,1,1,1
4433,4348,4349,4508,1,1,1
4350,4433,4349,4509,1,1,1
4350,4434,4433,4510,1,1,1
4434,4351,823,4511,1,1,1
4434,4350,4351,4512,1,1,1
823,4352,4435,4513,1,1,1
823,4351,4352,4514,1,1,1
824,4435,4352,4515,1,1,1
824,4436,4435,4516,1,1,1
824,4353,4436,4517,1,1,1
824,4352,4353,4518,1,1,1
825,4436,4353,4519,1,1,1
825,886,4436,4520,1,1,1
825,4354,886,4521,1,1,1
825,4353,4354,4522,1,1,1
826,886,4354,4523,1,1,1
826,4437,886,4524,1,1,1
826,4355,4437,4525,1,1,1
826,4354,4355,4526,1,1,1
827,4437,4355,4527,1,1,1
827,4438,4437,4528,1,1,1
827,4356,4438,4529,1,1,1
827,4355,4356,4530,1,1,1
828,4438,4356,4531,1,1,1
828,4439,4438,4532,1,1,1
4439,776,889,4533,1,1,1
4439,828,776,4534,1,1,1
4357,889,776,4535,1,1,1
4357,4440,889,4536,1,1,1
829,4440,4357,4537,1,1,1
829,4441,4440,4538,1,1,1
829,4358,4441,4539,1,1,1
829,4357,4358,4540,1,1,1
830,4441,4358,4541,1,1,1
830,4358,4359,4542,1,1,1
831,830,4359,4543,1,1,1
831,4359,779,4544,1,1,1
832,831,779,4545,1,1,1
833,4443,4442,4546,1,1,1
833,4360,4443,4547,1,1,1
834,4443,4360,4548,1,1,1
834,4444,4443,4549,1,1,1
834,4361,4444,4550,1,1,1
834,4360,4361,4551,1,1,1
835,4444,4361,4552,1,1,1
835,4445,4444,4553,1,1,1
835,4362,4445,4554,1,1,1
835,4361,4362,4555,1,1,1
836,4445,4362,4556,1,1,1
836,4446,4445,4557,1,1,1
836,4363,4446,4558,1,1,1
836,4362,4363,4559,1,1,1
4363,891,4446,4560,1,1,1
4363,4364,891,4561,1,1,1
4447,891,4364,4562,1,1,1
4447,4364,4365,4563,1,1,1
4448,4447,4365,4564,1,1,1
4448,4365,4366,4565,1,1,1
893,4448,4366,4566,1,1,1
893,4366,4367,4567,1,1,1
4367,894,893,4568,1,1,1
4367,4368,894,4569,1,1,1
4449,894,4368,4570,1,1,1
4449,4368,4369,4571,1,1,1
4369,4450,4449,4572,1,1,1
4369,4370,4450,4573,1,1,1
837,4450,4370,4574,1,1,1
837,4451,4450,4575,1,1,1
837,4371,4451,4576,1,1,1
837,4370,4371,4577,1,1,1
838,4451,4371,4578,1,1,1
838,4452,4451,4579,1,1,1
838,4372,4452,4580,1,1,1
838,4371,4372,4581,1,1,1
839,4452,4372,4582,1,1,1
839,4372,4373,4583,1,1,1
840,839,4373,4584,1,1,1
840,4373,4374,4585,1,1,1
4374,897,840,4586,1,1,1
4374,788,897,4587,1,1,1
898,897,4375,4588,1,1,1
898,4375,4453,4589,1,1,1
789,4453,4375,4590,1,1,1
789,790,960,4591,1,1,1
791,960,790,4592,1,1,1
4376,4454,791,4593,1,1,1
841,4455,4377,4594,1,1,1
841,4456,4455,4595,1,1,1
841,4378,4456,4596,1,1,1
841,4377,4378,4597,1,1,1
4378,4457,4456,4598,1,1,1
4378,4379,4457,4599,1,1,1
4379,4458,4457,4600,1,1,1
4379,842,4458,4601,1,1,1
842,4459,4458,4602,1,1,1
842,4380,4459,4603,1,1,1
843,4459,4380,4604,1,1,1
843,4460,4459,4605,1,1,1
843,4381,4460,4606,1,1,1
843,4380,4381,4607,1,1,1
844,4460,4381,4608,1,1,1
844,4461,4460,4609,1,1,1
844,4382,4461,4610,1,1,1
844,4381,4382,4611,1,1,1
845,4461,4382,4612,1,1,1
845,4462,4461,4613,1,1,1
845,4383,4462,4614,1,1,1
845,4382,4383,4615,1,1,1
846,4462,4383,4616,1,1,1
846,4463,4462,4617,1,1,1
846,4384,4463,4618,1,1,1
846,4383,4384,4619,1,1,1
847,4463,4384,4620,1,1,1
847,4464,4463,4621,1,1,1
847,4385,4464,4622,1,1,1
847,4384,4385,4623,1,1,1
848,4464,4385,4624,1,1,1
848,4465,4464,4625,1,1,1
848,4386,4465,4626,1,1,1
848,4385,4386,4627,1,1,1
849,4465,4386,4628,1,1,1
849,4466,4465,4629,1,1,1
849,4387,4466,4630,1,1,1
849,4386,4387,4631,1,1,1
4467,4466,4387,4632,1,1,1
4467,4387,4388,4633,1,1,1
4468,4467,4388,4634,1,1,1
4468,4388,4389,4635,1,1,1
4468,4389,850,4636,1,1,1
850,907,4468,4637,1,1,1
850,851,907,4638,1,1,1
851,908,907,4639,1,1,1
851,798,908,4640,1,1,1
4469,908,798,4641,1,1,1
4469,798,799,4642,1,1,1
4470,4469,799,4643,1,1,1
4470,799,4390,4644,1,1,1
4471,4470,4390,4645,1,1,1
4471,4390,852,4646,1,1,1
852,4472,4471,4647,1,1,1
852,853,4472,4648,1,1,1
853,4473,4472,4649,1,1,1
853,4391,4473,4650,1,1,1
4474,4473,4391,4651,1,1,1
4474,4391,854,4652,1,1,1
854,4475,4474,4653,1,1,1
854,4392,4475,4654,1,1,1
855,4475,4392,4655,1,1,1
855,4476,4475,4656,1,1,1
855,4393,4476,4657,1,1,1
855,4392,4393,4658,1,1,1
856,4476,4393,4659,1,1,1
856,4477,4476,4660,1,1,1
856,4394,4477,4661,1,1,1
856,4393,4394,4662,1,1,1
857,4477,4394,4663,1,1,1
857,4478,4477,4664,1,1,1
857,4395,4478,4665,1,1,1
857,4394,4395,4666,1,1,1
4479,4478,4395,4667,1,1,1
4479,4395,4396,4668,1,1,1
4480,4479,4396,4669,1,1,1
4480,4396,4397,4670,1,1,1
858,4480,4397,4671,1,1,1
858,4481,4480,4672,1,1,1
858,4398,4481,4673,1,1,1
858,4397,4398,4674,1,1,1
859,4481,4398,4675,1,1,1
859,4482,4481,4676,1,1,1
860,4482,859,4677,1,1,1
860,4483,4482,4678,1,1,1
861,4483,860,4679,1,1,1
861,4484,4483,4680,1,1,1
861,4399,4484,4681,1,1,1
861,860,4399,4682,1,1,1
4399,4485,4484,4683,1,1,1
4399,4400,4485,4684,1,1,1
862,4485,4400,4685,1,1,1
862,4486,4485,4686,1,1,1
862,4401,4486,4687,1,1,1
862,4400,4401,4688,1,1,1
4487,4486,4401,4689,1,1,1
4487,4401,4402,4690,1,1,1
863,4487,4402,4691,1,1,1
863,4488,4487,4692,1,1,1
863,4403,4488,4693,1,1,1
863,4402,4403,4694,1,1,1
864,4488,4403,4695,1,1,1
864,4489,4488,4696,1,1,1
864,4404,4489,4697,1,1,1
864,4403,4404,4698,1,1,1
865,4489,4404,4699,1,1,1
865,4490,4489,4700,1,1,1
865,4405,4490,4701,1,1,1
865,4404,4405,4702,1,1,1
866,4490,4405,4703,1,1,1
866,4491,4490,4704,1,1,1
866,4406,4491,4705,1,1,1
866,4405,4406,4706,1,1,1
867,4491,4406,4707,1,1,1
867,4492,4491,4708,1,1,1
867,4407,4492,4709,1,1,1
867,4406,4407,4710,1,1,1
868,4492,4407,4711,1,1,1
868,4493,4492,4712,1,1,1
868,4408,4493,4713,1,1,1
868,4407,4408,4714,1,1,1
869,4493,4408,4715,1,1,1
869,4494,4493,4716,1,1,1
869,4409,4494,4717,1,1,1
869,4408,4409,4718,1,1,1
870,4494,4409,4719,1,1,1
870,4495,4494,4720,1,1,1
870,4410,4495,4721,1,1,1
870,4409,4410,4722,1,1,1
871,4495,4410,4723,1,1,1
871,4496,4495,4724,1,1,1
871,4411,4496,4725,1,1,1
871,4410,4411,4726,1,1,1
872,4496,4411,4727,1,1,1
872,4497,4496,4728,1,1,1
872,4412,4497,4729,1,1,1
872,4411,4412,4730,1,1,1
4413,4497,4412,4731,1,1,1
4413,4498,4497,4732,1,1,1
873,4498,4413,4733,1,1,1
873,4499,4498,4734,1,1,1
873,4414,4499,4735,1,1,1
873,4413,4414,4736,1,1,1
874,4499,4414,4737,1,1,1
874,4500,4499,4738,1,1,1
874,4415,4500,4739,1,1,1
874,4414,4415,4740,1,1,1
4501,4500,4415,4741,1,1,1
4501,4415,4416,4742,1,1,1
875,4501,4416,4743,1,1,1
875,4502,4501,4744,1,1,1
875,4417,4502,4745,1,1,1
875,4416,4417,4746,1,1,1
876,4502,4417,4747,1,1,1
876,4503,4502,4748,1,1,1
876,4418,4503,4749,1,1,1
876,4417,4418,4750,1,1,1
877,4503,4418,4751,1,1,1
877,4504,4503,4752,1,1,1
877,4419,4504,4753,1,1,1
877,4418,4419,4754,1,1,1
4420,4504,4419,4755,1,1,1
4420,938,4504,4756,1,1,1
4505,938,4420,4757,1,1,1
4505,4420,4421,4758,1,1,1
878,4505,4421,4759,1,1,1
878,4506,4505,4760,1,1,1
878,4422,4506,4761,1,1,1
878,4421,4422,4762,1,1,1
879,4506,4422,4763,1,1,1
879,4507,4506,4764,1,1,1
879,4423,4507,4765,1,1,1
879,4422,4423,4766,1,1,1
880,4507,4423,4767,1,1,1
880,4508,4507,4768,1,1,1
880,4424,4508,4769,1,1,1
880,4423,4424,4770,1,1,1
4424,4509,4508,4771,1,1,1
4424,4425,4509,4772,1,1,1
4426,4509,4425,4773,1,1,1
4426,4510,4509,4774,1,1,1
4426,4511,4510,4775,1,1,1
4426,4427,4511,4776,1,1,1
881,4511,4427,4777,1,1,1
881,4512,4511,4778,1,1,1
881,4428,4512,4779,1,1,1
881,4427,4428,4780,1,1,1
882,4512,4428,4781,1,1,1
882,4513,4512,4782,1,1,1
822,4513,882,4783,1,1,1
822,4514,4513,4784,1,1,1
4429,4515,4514,4785,1,1,1
4429,944,4515,4786,1,1,1
945,944,4429,4787,1,1,1
945,4429,4516,4788,1,1,1
4519,4431,4604,4789,1,1,1
4519,4430,4431,4790,1,1,1
4431,4605,4604,4791,1,1,1
4431,4432,4605,4792,1,1,1
4432,4520,4605,4793,1,1,1
4521,4520,4433,4794,1,1,1
4522,4521,4433,4795,1,1,1
4522,4433,4434,4796,1,1,1
823,4522,4434,4797,1,1,1
823,883,4522,4798,1,1,1
883,823,4435,4799,1,1,1
884,883,4435,4800,1,1,1
884,948,883,4801,1,1,1
884,4436,948,4802,1,1,1
884,4435,4436,4803,1,1,1
885,948,4436,4804,1,1,1
885,949,948,4805,1,1,1
885,886,949,4806,1,1,1
885,4436,886,4807,1,1,1
886,4523,949,4808,1,1,1
886,4437,4523,4809,1,1,1
887,4523,4437,4810,1,1,1
887,4524,4523,4811,1,1,1
887,4438,4524,4812,1,1,1
887,4437,4438,4813,1,1,1
888,4524,4438,4814,1,1,1
888,4525,4524,4815,1,1,1
888,4439,4525,4816,1,1,1
888,4438,4439,4817,1,1,1
889,4525,4439,4818,1,1,1
889,4526,4525,4819,1,1,1
4526,4440,4527,4820,1,1,1
4526,889,4440,4821,1,1,1
4528,4527,4440,4822,1,1,1
4528,4440,4441,4823,1,1,1
4441,4529,4528,4824,1,1,1
4441,830,4529,4825,1,1,1
831,4529,830,4826,1,1,1
831,832,4613,4827,1,1,1
832,954,4613,4828,1,1,1
954,832,4442,4829,1,1,1
4442,4443,4530,4830,1,1,1
4443,4531,4530,4831,1,1,1
4443,4444,4531,4832,1,1,1
4444,4532,4531,4833,1,1,1
4444,4445,4532,4834,1,1,1
890,4532,4445,4835,1,1,1
890,4533,4532,4836,1,1,1
890,4446,4533,4837,1,1,1
890,4445,4446,4838,1,1,1
4446,4534,4533,4839,1,1,1
4446,891,4534,4840,1,1,1
892,891,4447,4841,1,1,1
892,4447,4448,4842,1,1,1
957,892,4448,4843,1,1,1
957,4448,893,4844,1,1,1
893,4535,957,4845,1,1,1
893,894,4535,4846,1,1,1
894,4536,4535,4847,1,1,1
4536,4449,959,4848,1,1,1
4536,894,4449,4849,1,1,1
4449,4450,959,4850,1,1,1
895,959,4450,4851,1,1,1
895,4450,4451,4852,1,1,1
896,895,4451,4853,1,1,1
896,4537,895,4854,1,1,1
896,4452,4537,4855,1,1,1
896,4451,4452,4856,1,1,1
4452,4538,4537,4857,1,1,1
4452,839,4538,4858,1,1,1
839,4539,4538,4859,1,1,1
839,840,4539,4860,1,1,1
4540,4539,840,4861,1,1,1
4540,840,897,4862,1,1,1
4541,789,960,4863,1,1,1
4541,4453,789,4864,1,1,1
791,1019,960,4865,1,1,1
791,1020,1019,4866,1,1,1
4542,1020,791,4867,1,1,1
4542,791,4454,4868,1,1,1
899,4543,4455,4869,1,1,1
899,4544,4543,4870,1,1,1
899,4456,4544,4871,1,1,1
899,4455,4456,4872,1,1,1
4456,4545,4544,4873,1,1,1
4456,4457,4545,4874,1,1,1
4457,4546,4545,4875,1,1,1
4457,4458,4546,4876,1,1,1
900,4546,4458,4877,1,1,1
900,4547,4546,4878,1,1,1
900,4459,4547,4879,1,1,1
900,4458,4459,4880,1,1,1
901,4547,4459,4881,1,1,1
901,4548,4547,4882,1,1,1
901,4460,4548,4883,1,1,1
901,4459,4460,4884,1,1,1
902,4548,4460,4885,1,1,1
902,4549,4548,4886,1,1,1
902,4461,4549,4887,1,1,1
902,4460,4461,4888,1,1,1
903,4549,4461,4889,1,1,1
903,4550,4549,4890,1,1,1
903,4462,4550,4891,1,1,1
903,4461,4462,4892,1,1,1
904,4550,4462,4893,1,1,1
904,4551,4550,4894,1,1,1
904,4463,4551,4895,1,1,1
904,4462,4463,4896,1,1,1
905,4551,4463,4897,1,1,1
905,4552,4551,4898,1,1,1
905,4464,4552,4899,1,1,1
905,4463,4464,4900,1,1,1
906,4552,4464,4901,1,1,1
906,4553,4552,4902,1,1,1
906,4465,4553,4903,1,1,1
906,4464,4465,4904,1,1,1
4554,4553,4465,4905,1,1,1
4554,4465,4466,4906,1,1,1
4466,4555,4554,4907,1,1,1
4466,4467,4555,4908,1,1,1
4556,4555,4467,4909,1,1,1
4556,4467,4468,4910,1,1,1
970,4556,4468,4911,1,1,1
971,970,4468,4912,1,1,1
971,4468,907,4913,1,1,1
907,972,971,4914,1,1,1
907,908,972,4915,1,1,1
908,4557,972,4916,1,1,1
908,4469,4557,4917,1,1,1
4558,4557,4469,4918,1,1,1
4558,4469,4470,4919,1,1,1
909,4558,4470,4920,1,1,1
909,4559,4558,4921,1,1,1
909,4471,4559,4922,1,1,1
909,4470,4471,4923,1,1,1
910,4559,4471,4924,1,1,1
910,4560,4559,4925,1,1,1
910,4472,4560,4926,1,1,1
910,4471,4472,4927,1,1,1
911,4560,4472,4928,1,1,1
911,4561,4560,4929,1,1,1
911,4473,4561,4930,1,1,1
911,4472,4473,4931,1,1,1
912,4561,4473,4932,1,1,1
912,4562,4561,4933,1,1,1
912,4474,4562,4934,1,1,1
912,4473,4474,4935,1,1,1
913,4562,4474,4936,1,1,1
913,4563,4562,4937,1,1,1
913,4475,4563,4938,1,1,1
913,4474,4475,4939,1,1,1
914,4563,4475,4940,1,1,1
914,4564,4563,4941,1,1,1
914,4476,4564,4942,1,1,1
914,4475,4476,4943,1,1,1
915,4564,4476,4944,1,1,1
915,4565,4564,4945,1,1,1
915,4477,4565,4946,1,1,1
915,4476,4477,4947,1,1,1
916,4565,4477,4948,1,1,1
916,4566,4565,4949,1,1,1
916,4478,4566,4950,1,1,1
916,4477,4478,4951,1,1,1
917,4566,4478,4952,1,1,1
917,4567,4566,4953,1,1,1
917,4479,4567,4954,1,1,1
917,4478,4479,4955,1,1,1
918,4567,4479,4956,1,1,1
918,4568,4567,4957,1,1,1
918,4480,4568,4958,1,1,1
918,4479,4480,4959,1,1,1
919,4568,4480,4960,1,1,1
919,4569,4568,4961,1,1,1
919,4481,4569,4962,1,1,1
919,4480,4481,4963,1,1,1
920,4569,4481,4964,1,1,1
